ID_POL;Antigüedad;Forma_Pago;Comb;Sexo;Bonus_RC;start_date;end_date;Expuestos;Edad_FMT;Valor_FMT;Potencia_FMT;Peso_FMT;Carnet_FMT
B88869;7;A;D;1;50;42736;43055;319;04.35-50;02.10-16k;03.90-110;03. 1200;04.8-
B88870;10;A;G;1;50;42736;43053;317;04.35-50;02.10-16k;05.130-150;04. 1400;04.8-
B88871;9;A;D;1;50;42736;43053;317;05.50-65;02.10-16k;04.110-130;03. 1200;04.8-
B88872;10;A;G;1;50;42736;43079;343;04.35-50;03.16-20k;04.110-130;04. 1400;04.8-
B88873;6;A;G;1;50;42766;43100;334;04.35-50;02.10-16k;04.110-130;04. 1400;04.8-
B88874;10;A;G;1;50;42736;43053;317;06.>=65;01.<10k;02.70-90;02. 1000;04.8-
B88876;8;A;D;1;50;42736;43068;332;04.35-50;02.10-16k;03.90-110;04. 1400;04.8-
B88877;2;A;D;1;50;42736;43053;317;04.35-50;02.10-16k;03.90-110;04. 1400;04.8-
B88878;1;A;G;2;50;42736;43053;317;04.35-50;04.20-24k;04.110-130;04. 1400;04.8-
B88879;1;A;D;1;50;42736;43053;317;06.>=65;05.24-30k;05.130-150;05. 1600;04.8-
B88880;7;A;D;2;50;42736;43069;333;03.28-35;02.10-16k;03.90-110;04. 1400;04.8-
B88881;10;A;D;2;50;42736;43077;341;04.35-50;02.10-16k;01.<70;04. 1400;04.8-
B88882;1;A;D;1;40;42736;43056;320;05.50-65;04.20-24k;06.150-200;04. 1400;04.8-
B88883;9;A;D;1;50;42736;43053;317;04.35-50;04.20-24k;06.150-200;05. 1600;04.8-
B88884;9;A;G;2;50;42736;43073;337;05.50-65;01.<10k;01.<70;01.<800;04.8-
B88884;9;A;G;2;50;43074;43100;26;05.50-65;01.<10k;01.<70;01.<800;04.8-
B88885;4;A;D;1;50;42736;43052;316;02.25-28;04.20-24k;05.130-150;04. 1400;04.8-
B88887;8;A;D;2;50;42736;43088;352;03.28-35;03.16-20k;03.90-110;04. 1400;04.8-
B88888;7;A;G;1;50;42736;42876;140;03.28-35;04.20-24k;07.>200;04. 1400;04.8-
B88889;8;A;D;1;0;42736;43053;317;04.35-50;03.16-20k;03.90-110;06. 1800;04.8-
B88890;7;A;G;1;50;42736;43053;317;03.28-35;01.<10k;01.<70;01.<800;04.8-
B88891;10;A;G;2;50;42736;43050;314;03.28-35;03.16-20k;06.150-200;04. 1400;04.8-
B88891;10;A;G;2;50;43051;43100;49;03.28-35;03.16-20k;06.150-200;04. 1400;04.8-
B88892;10;A;G;2;50;42736;43053;317;05.50-65;02.10-16k;04.110-130;04. 1400;04.8-
B88893;6;A;D;1;50;42736;43059;323;03.28-35;03.16-20k;05.130-150;05. 1600;04.8-
B88894;10;S;D;1;20;42736;43054;318;03.28-35;02.10-16k;04.110-130;04. 1400;03.5-7
B88897;8;A;G;1;50;42736;43076;340;05.50-65;04.20-24k;05.130-150;04. 1400;04.8-
B88898;3;A;D;1;30;42736;43060;324;06.>=65;03.16-20k;04.110-130;05. 1600;04.8-
B88899;10;A;G;1;50;42736;43053;317;05.50-65;01.<10k;03.90-110;04. 1400;04.8-
B88900;6;A;D;1;50;42736;43069;333;04.35-50;03.16-20k;03.90-110;04. 1400;04.8-
B88901;10;S;D;1;50;42736;42783;47;06.>=65;07.35-40k;07.>200;05. 1600;04.8-
B88901;5;S;G;1;50;42784;43054;270;06.>=65;04.20-24k;07.>200;04. 1400;04.8-
B88902;10;A;G;1;40;42736;43054;318;04.35-50;02.10-16k;03.90-110;04. 1400;03.5-7
B88903;4;A;G;2;50;42736;43070;334;04.35-50;02.10-16k;04.110-130;03. 1200;04.8-
B88904;8;A;D;1;50;42736;43096;360;04.35-50;03.16-20k;03.90-110;04. 1400;04.8-
B88905;10;S;D;1;50;42736;43053;317;05.50-65;08.40-60k;07.>200;07. >1800;04.8-
B88906;5;A;D;1;50;42736;43053;317;03.28-35;04.20-24k;04.110-130;06. 1800;04.8-
B88908;6;A;D;1;50;42736;43036;300;05.50-65;04.20-24k;06.150-200;05. 1600;04.8-
B88908;6;A;D;1;50;43037;43053;16;05.50-65;04.20-24k;06.150-200;05. 1600;04.8-
B88909;10;A;D;1;50;42736;43053;317;04.35-50;02.10-16k;03.90-110;04. 1400;04.8-
B88910;6;A;D;2;50;42736;43038;302;05.50-65;04.20-24k;05.130-150;05. 1600;04.8-
B88910;6;A;D;2;50;43039;43053;14;05.50-65;04.20-24k;05.130-150;05. 1600;04.8-
B88911;7;A;D;1;50;42736;43053;317;04.35-50;03.16-20k;05.130-150;04. 1400;04.8-
B88912;10;A;G;1;50;42736;43053;317;05.50-65;01.<10k;02.70-90;02. 1000;04.8-
B88913;10;A;G;2;50;42736;43053;317;06.>=65;01.<10k;01.<70;02. 1000;04.8-
B88914;10;A;G;1;50;42736;43053;317;06.>=65;02.10-16k;03.90-110;04. 1400;04.8-
B88915;10;A;D;1;50;42736;42821;85;04.35-50;02.10-16k;03.90-110;06. 1800;04.8-
B88916;10;A;G;2;50;42736;43053;317;03.28-35;02.10-16k;04.110-130;04. 1400;04.8-
B88917;8;A;D;1;50;42745;43100;355;04.35-50;03.16-20k;05.130-150;04. 1400;04.8-
B88918;10;A;G;1;50;42736;43053;317;03.28-35;02.10-16k;03.90-110;03. 1200;04.8-
B88920;9;S;D;1;10;42736;43053;317;04.35-50;01.<10k;01.<70;03. 1200;04.8-
B88921;7;A;G;1;50;42736;43073;337;02.25-28;02.10-16k;03.90-110;04. 1400;04.8-
B88922;10;A;D;2;40;42736;43091;355;01.18-25;01.<10k;02.70-90;02. 1000;02.2-4
B88923;8;A;D;1;50;42736;43082;346;04.35-50;03.16-20k;04.110-130;04. 1400;04.8-
B88924;10;A;D;1;40;42755;42757;2;01.18-25;02.10-16k;02.70-90;03. 1200;01.0-1
B88924;10;A;D;1;40;42736;42754;18;01.18-25;01.<10k;01.<70;04. 1400;01.0-1
B88925;6;A;G;1;30;42736;43053;317;04.35-50;08.40-60k;07.>200;06. 1800;04.8-
B88926;10;A;D;2;30;42736;43069;333;04.35-50;03.16-20k;04.110-130;04. 1400;03.5-7
B88927;10;S;D;1;50;42736;42881;145;03.28-35;02.10-16k;03.90-110;04. 1400;04.8-
B88928;10;A;D;1;20;42736;43053;317;03.28-35;05.24-30k;06.150-200;05. 1600;04.8-
B88930;6;A;G;2;30;42760;43100;340;02.25-28;01.<10k;01.<70;02. 1000;03.5-7
B88931;9;A;G;1;50;42736;43053;317;05.50-65;01.<10k;02.70-90;03. 1200;04.8-
B88932;10;A;G;1;50;42736;43056;320;05.50-65;04.20-24k;05.130-150;04. 1400;04.8-
B88933;10;A;D;1;50;42736;43067;331;05.50-65;03.16-20k;04.110-130;04. 1400;04.8-
B88934;5;A;D;1;50;42736;43053;317;05.50-65;02.10-16k;03.90-110;04. 1400;04.8-
B88935;10;A;G;2;50;42736;43053;317;05.50-65;01.<10k;02.70-90;03. 1200;04.8-
B88936;10;A;D;1;50;42925;43053;128;04.35-50;02.10-16k;02.70-90;07. >1800;04.8-
B88936;10;A;G;1;50;42736;42924;188;04.35-50;01.<10k;05.130-150;01.<800;04.8-
B88937;7;A;D;2;50;42736;43053;317;04.35-50;03.16-20k;04.110-130;04. 1400;04.8-
B88938;10;A;D;1;50;42736;43055;319;05.50-65;04.20-24k;05.130-150;04. 1400;04.8-
B88939;10;A;G;1;50;42736;43067;331;05.50-65;02.10-16k;04.110-130;03. 1200;04.8-
B88940;1;A;D;2;50;42828;43053;225;04.35-50;04.20-24k;05.130-150;05. 1600;04.8-
B88940;1;A;D;2;50;42736;42824;88;04.35-50;04.20-24k;05.130-150;05. 1600;04.8-
B88940;1;A;D;2;50;42825;42827;2;04.35-50;04.20-24k;05.130-150;05. 1600;04.8-
B88942;9;A;D;1;50;42736;43057;321;04.35-50;02.10-16k;02.70-90;03. 1200;04.8-
B88943;10;A;D;2;50;42736;43053;317;04.35-50;02.10-16k;03.90-110;03. 1200;04.8-
B88944;1;A;D;1;50;42736;43053;317;04.35-50;04.20-24k;06.150-200;04. 1400;04.8-
B88946;10;A;D;1;50;42736;43098;362;04.35-50;02.10-16k;03.90-110;04. 1400;04.8-
B88947;9;A;D;1;50;42736;43053;317;03.28-35;02.10-16k;03.90-110;03. 1200;04.8-
B88948;3;A;D;1;50;42736;43053;317;05.50-65;03.16-20k;03.90-110;05. 1600;04.8-
B88949;10;A;D;1;30;42736;43060;324;04.35-50;04.20-24k;05.130-150;05. 1600;04.8-
B88950;7;A;G;2;50;42736;43053;317;03.28-35;01.<10k;01.<70;03. 1200;03.5-7
B88951;10;A;D;1;50;42736;43053;317;03.28-35;03.16-20k;04.110-130;04. 1400;01.0-1
B88952;10;A;G;1;0;42736;43053;317;05.50-65;01.<10k;01.<70;02. 1000;04.8-
B88953;8;A;D;1;40;42833;43053;220;03.28-35;04.20-24k;04.110-130;05. 1600;03.5-7
B88953;8;A;D;1;40;42736;42832;96;03.28-35;04.20-24k;04.110-130;05. 1600;03.5-7
B88954;10;A;G;2;50;42736;43038;302;03.28-35;04.20-24k;04.110-130;04. 1400;04.8-
B88954;9;A;D;2;50;43039;43100;61;03.28-35;02.10-16k;02.70-90;05. 1600;04.8-
B88955;10;A;D;1;50;42756;43053;297;01.18-25;02.10-16k;03.90-110;03. 1200;02.2-4
B88955;10;A;D;1;50;42736;42755;19;05.50-65;02.10-16k;03.90-110;03. 1200;04.8-
B88956;2;A;D;2;40;42736;43031;295;04.35-50;02.10-16k;03.90-110;04. 1400;02.2-4
B88956;2;A;D;2;40;43032;43054;22;04.35-50;02.10-16k;03.90-110;04. 1400;02.2-4
B88957;10;A;D;1;50;42736;43053;317;04.35-50;03.16-20k;03.90-110;05. 1600;04.8-
B88958;10;A;D;1;50;42736;43053;317;04.35-50;03.16-20k;05.130-150;05. 1600;04.8-
B88959;7;A;D;2;50;42736;43053;317;03.28-35;03.16-20k;03.90-110;04. 1400;04.8-
B88960;10;A;D;1;50;42736;43053;317;04.35-50;03.16-20k;03.90-110;03. 1200;04.8-
B88961;7;A;D;2;50;42736;43056;320;02.25-28;02.10-16k;03.90-110;03. 1200;04.8-
B88962;3;A;G;2;50;42736;43053;317;05.50-65;02.10-16k;02.70-90;03. 1200;04.8-
B88963;10;S;D;1;10;42743;42945;202;05.50-65;03.16-20k;02.70-90;07. >1800;04.8-
B88963;10;S;D;1;10;42736;42742;6;05.50-65;03.16-20k;02.70-90;07. >1800;04.8-
B88964;3;A;D;1;50;42736;43053;317;04.35-50;02.10-16k;02.70-90;04. 1400;04.8-
B88965;10;S;D;2;0;42736;43053;317;01.18-25;01.<10k;01.<70;03. 1200;03.5-7
B88966;7;A;D;2;50;42736;43055;319;04.35-50;04.20-24k;05.130-150;05. 1600;04.8-
B88967;6;S;G;2;50;42736;43054;318;03.28-35;02.10-16k;02.70-90;03. 1200;04.8-
B88968;10;A;G;1;50;42736;43053;317;04.35-50;02.10-16k;04.110-130;03. 1200;04.8-
B88969;10;A;G;2;50;42736;43095;359;04.35-50;02.10-16k;04.110-130;04. 1400;04.8-
B88970;9;A;D;1;50;42736;43053;317;04.35-50;02.10-16k;03.90-110;04. 1400;03.5-7
B88971;8;A;D;1;50;42772;43100;328;04.35-50;02.10-16k;03.90-110;04. 1400;04.8-
B88971;8;A;D;1;50;42765;42771;6;04.35-50;02.10-16k;03.90-110;04. 1400;04.8-
B88972;10;A;G;1;50;42736;43078;342;04.35-50;02.10-16k;03.90-110;03. 1200;04.8-
B88973;10;A;D;1;50;42736;43053;317;04.35-50;02.10-16k;03.90-110;03. 1200;04.8-
B88974;8;A;D;1;50;42736;43053;317;03.28-35;04.20-24k;05.130-150;05. 1600;04.8-
B88976;5;A;G;2;50;42814;43100;286;04.35-50;03.16-20k;04.110-130;05. 1600;04.8-
B88977;1;A;D;1;50;42736;43053;317;04.35-50;03.16-20k;04.110-130;05. 1600;04.8-
B88978;7;A;D;1;50;42736;43053;317;02.25-28;04.20-24k;05.130-150;05. 1600;03.5-7
B88979;10;A;G;1;50;42736;43053;317;04.35-50;02.10-16k;04.110-130;04. 1400;04.8-
B88980;10;A;D;1;50;42736;43065;329;06.>=65;02.10-16k;03.90-110;04. 1400;04.8-
B88981;8;A;D;1;50;42736;43053;317;05.50-65;04.20-24k;06.150-200;05. 1600;04.8-
B88982;1;A;D;1;30;42904;42982;78;05.50-65;02.10-16k;03.90-110;04. 1400;04.8-
B88982;1;A;D;1;30;42983;43054;71;05.50-65;02.10-16k;03.90-110;04. 1400;04.8-
B88982;1;A;D;1;30;42813;42903;90;04.35-50;02.10-16k;03.90-110;04. 1400;04.8-
B88982;1;A;D;1;30;42736;42812;76;05.50-65;02.10-16k;03.90-110;04. 1400;04.8-
B88983;10;A;D;1;40;42736;42778;42;04.35-50;02.10-16k;04.110-130;04. 1400;03.5-7
B88984;2;A;D;2;30;42736;43058;322;04.35-50;06.30-35k;06.150-200;06. 1800;04.8-
B88985;10;A;G;1;50;42736;43053;317;06.>=65;03.16-20k;05.130-150;04. 1400;04.8-
B88986;9;S;D;2;50;42736;43053;317;04.35-50;04.20-24k;04.110-130;07. >1800;04.8-
B88987;10;A;D;1;10;42736;43053;317;04.35-50;04.20-24k;04.110-130;07. >1800;04.8-
B88988;9;A;G;1;50;42736;43053;317;06.>=65;06.30-35k;07.>200;05. 1600;04.8-
B88989;9;A;D;1;50;42736;43053;317;05.50-65;03.16-20k;05.130-150;05. 1600;04.8-
B88990;8;A;D;2;50;42736;43054;318;05.50-65;02.10-16k;03.90-110;04. 1400;04.8-
B88991;1;T;D;1;50;42736;43053;317;04.35-50;03.16-20k;04.110-130;05. 1600;04.8-
B88992;4;T;D;2;50;42736;43059;323;04.35-50;05.24-30k;06.150-200;05. 1600;03.5-7
B88993;1;A;D;1;50;42736;43053;317;04.35-50;03.16-20k;03.90-110;04. 1400;04.8-
B88994;2;A;G;1;20;42736;43057;321;02.25-28;01.<10k;02.70-90;03. 1200;03.5-7
B88995;5;A;D;1;50;42736;43082;346;05.50-65;03.16-20k;03.90-110;05. 1600;04.8-
B88996;9;A;D;1;50;42736;43069;333;03.28-35;04.20-24k;05.130-150;05. 1600;04.8-
B88997;1;S;D;1;50;42736;43053;317;04.35-50;03.16-20k;04.110-130;05. 1600;04.8-
B88998;10;A;G;2;50;42736;43053;317;05.50-65;01.<10k;01.<70;02. 1000;04.8-
B88999;8;A;D;1;50;42736;42995;259;04.35-50;02.10-16k;02.70-90;04. 1400;04.8-
B88999;8;A;D;1;50;42996;43053;57;04.35-50;02.10-16k;02.70-90;04. 1400;04.8-
B89002;10;A;D;2;50;42736;43053;317;04.35-50;02.10-16k;03.90-110;04. 1400;04.8-
B89003;1;A;D;1;50;42736;43056;320;05.50-65;04.20-24k;06.150-200;04. 1400;04.8-
B89005;6;A;D;2;50;42736;43056;320;05.50-65;02.10-16k;01.<70;03. 1200;04.8-
B89006;1;A;G;1;50;42736;43053;317;05.50-65;02.10-16k;04.110-130;04. 1400;04.8-
B89007;4;A;D;1;50;42736;43087;351;04.35-50;02.10-16k;04.110-130;05. 1600;04.8-
B89009;10;S;D;1;50;42736;43053;317;04.35-50;01.<10k;01.<70;02. 1000;04.8-
B89010;1;S;D;1;50;42736;43053;317;04.35-50;03.16-20k;03.90-110;04. 1400;04.8-
B89011;10;A;G;1;50;42736;42861;125;05.50-65;01.<10k;01.<70;02. 1000;04.8-
B89012;6;A;D;2;50;42736;43060;324;05.50-65;02.10-16k;03.90-110;05. 1600;04.8-
B89013;10;A;D;1;50;42736;43055;319;04.35-50;03.16-20k;04.110-130;04. 1400;04.8-
B89015;10;S;G;1;50;42736;43056;320;04.35-50;02.10-16k;03.90-110;04. 1400;04.8-
B89016;6;A;D;2;50;42736;43009;273;04.35-50;05.24-30k;05.130-150;05. 1600;04.8-
B89016;6;A;D;2;50;43010;43053;43;04.35-50;05.24-30k;05.130-150;05. 1600;04.8-
B89017;5;A;D;2;50;42736;43053;317;04.35-50;04.20-24k;05.130-150;05. 1600;04.8-
B89018;2;S;D;1;10;42736;43053;317;04.35-50;05.24-30k;04.110-130;07. >1800;04.8-
B89019;2;A;D;2;50;42736;43069;333;03.28-35;02.10-16k;03.90-110;03. 1200;04.8-
B89020;1;S;G;1;50;42736;43053;317;04.35-50;03.16-20k;04.110-130;05. 1600;04.8-
B89021;10;A;G;1;50;42736;43053;317;04.35-50;01.<10k;02.70-90;02. 1000;04.8-
B89022;2;A;D;1;50;42736;43054;318;06.>=65;02.10-16k;03.90-110;03. 1200;04.8-
B89023;10;A;D;1;50;42736;43053;317;04.35-50;03.16-20k;05.130-150;04. 1400;04.8-
B89024;10;A;D;1;50;42736;43053;317;02.25-28;03.16-20k;03.90-110;04. 1400;03.5-7
B89025;9;A;D;1;50;42736;43053;317;03.28-35;03.16-20k;05.130-150;04. 1400;04.8-
B89026;10;A;G;1;50;42736;43072;336;05.50-65;02.10-16k;04.110-130;03. 1200;04.8-
B89027;10;A;D;1;40;42736;43053;317;04.35-50;07.35-40k;07.>200;05. 1600;04.8-
B89028;7;A;D;2;20;42736;43053;317;03.28-35;04.20-24k;03.90-110;04. 1400;04.8-
B89029;2;A;G;2;20;42736;43053;317;03.28-35;02.10-16k;03.90-110;02. 1000;04.8-
B89030;10;S;D;2;10;42736;43053;317;05.50-65;02.10-16k;04.110-130;04. 1400;04.8-
B89031;5;A;D;2;50;42756;43100;344;03.28-35;02.10-16k;02.70-90;03. 1200;03.5-7
B89032;10;A;D;1;50;42736;43069;333;05.50-65;01.<10k;01.<70;02. 1000;04.8-
B89033;10;A;D;1;50;42736;43098;362;05.50-65;02.10-16k;03.90-110;03. 1200;04.8-
B89034;9;A;D;1;50;42736;43099;363;04.35-50;03.16-20k;05.130-150;05. 1600;02.2-4
B89036;6;A;D;1;50;42736;43069;333;05.50-65;03.16-20k;04.110-130;04. 1400;04.8-
B89037;1;A;D;1;50;42736;43052;316;05.50-65;04.20-24k;04.110-130;05. 1600;04.8-
B89038;8;A;D;1;50;42773;43053;280;05.50-65;03.16-20k;04.110-130;05. 1600;04.8-
B89038;8;A;D;1;50;42736;42772;36;05.50-65;03.16-20k;04.110-130;05. 1600;04.8-
B89039;10;A;D;1;50;42736;43053;317;04.35-50;02.10-16k;02.70-90;04. 1400;04.8-
B89040;10;A;D;1;50;42736;43056;320;03.28-35;01.<10k;01.<70;02. 1000;04.8-
B89041;10;S;G;2;50;42736;43053;317;05.50-65;04.20-24k;06.150-200;04. 1400;04.8-
B89042;9;A;D;1;50;42736;43057;321;05.50-65;04.20-24k;05.130-150;04. 1400;04.8-
B89043;10;A;G;2;50;42736;43053;317;05.50-65;01.<10k;01.<70;02. 1000;04.8-
B89044;10;A;G;2;50;42736;43069;333;04.35-50;02.10-16k;02.70-90;03. 1200;04.8-
B89045;7;A;D;2;20;42736;43050;314;03.28-35;03.16-20k;04.110-130;04. 1400;04.8-
B89045;7;A;D;2;30;43051;43100;49;03.28-35;03.16-20k;04.110-130;04. 1400;04.8-
B89047;3;A;D;2;50;42736;43053;317;05.50-65;02.10-16k;02.70-90;03. 1200;04.8-
B89048;10;A;G;1;30;42736;43053;317;04.35-50;02.10-16k;04.110-130;03. 1200;04.8-
B89049;10;A;G;1;50;42736;43056;320;05.50-65;03.16-20k;04.110-130;04. 1400;04.8-
B89050;10;A;G;2;50;42736;43053;317;04.35-50;01.<10k;01.<70;02. 1000;03.5-7
B89051;9;A;D;1;50;42736;43053;317;06.>=65;03.16-20k;04.110-130;04. 1400;04.8-
B89052;10;A;G;2;50;42751;43053;302;04.35-50;01.<10k;01.<70;02. 1000;01.0-1
B89052;10;A;G;2;50;42736;42750;14;04.35-50;01.<10k;01.<70;02. 1000;01.0-1
B89053;9;A;D;2;50;42736;43058;322;02.25-28;02.10-16k;02.70-90;02. 1000;04.8-
B89054;10;A;D;1;50;42736;43053;317;04.35-50;02.10-16k;03.90-110;03. 1200;04.8-
B89055;8;A;D;2;50;42748;43100;352;06.>=65;02.10-16k;04.110-130;04. 1400;04.8-
B89057;8;A;D;1;50;42736;43053;317;03.28-35;03.16-20k;04.110-130;04. 1400;02.2-4
B89058;10;A;G;2;20;42736;43053;317;03.28-35;02.10-16k;04.110-130;03. 1200;04.8-
B89059;10;A;G;1;50;42736;43053;317;05.50-65;04.20-24k;05.130-150;04. 1400;04.8-
B89060;10;A;G;1;50;42736;43053;317;03.28-35;01.<10k;01.<70;02. 1000;03.5-7
B89061;9;A;G;2;50;42736;43053;317;05.50-65;04.20-24k;05.130-150;05. 1600;04.8-
B89063;8;A;G;1;50;42736;43007;271;03.28-35;02.10-16k;03.90-110;03. 1200;03.5-7
B89065;10;A;G;1;50;42736;43081;345;05.50-65;02.10-16k;06.150-200;03. 1200;04.8-
B89066;10;A;G;1;10;42812;43053;241;04.35-50;01.<10k;02.70-90;02. 1000;04.8-
B89066;10;A;G;1;10;42736;42811;75;04.35-50;01.<10k;02.70-90;02. 1000;04.8-
B89067;10;A;D;2;50;42762;43100;338;06.>=65;01.<10k;02.70-90;03. 1200;04.8-
B89068;1;A;D;2;50;42736;43053;317;05.50-65;05.24-30k;05.130-150;05. 1600;04.8-
B89069;1;S;D;2;50;42736;43053;317;03.28-35;02.10-16k;03.90-110;04. 1400;04.8-
B89070;9;A;D;1;50;42736;43053;317;06.>=65;05.24-30k;06.150-200;05. 1600;04.8-
B89071;8;A;D;1;50;42784;43053;269;04.35-50;08.40-60k;07.>200;07. >1800;04.8-
B89071;8;A;D;1;50;42736;42783;47;04.35-50;08.40-60k;07.>200;07. >1800;04.8-
B89072;2;A;D;2;0;42736;43053;317;03.28-35;03.16-20k;03.90-110;04. 1400;04.8-
B89073;10;A;G;1;50;42736;43068;332;05.50-65;03.16-20k;04.110-130;04. 1400;04.8-
B89074;6;A;G;1;50;42736;43065;329;04.35-50;02.10-16k;04.110-130;04. 1400;04.8-
B89075;8;A;D;1;50;42736;43089;353;05.50-65;03.16-20k;03.90-110;04. 1400;04.8-
B89076;5;A;D;2;50;42736;43053;317;04.35-50;03.16-20k;05.130-150;06. 1800;04.8-
B89077;8;A;D;1;50;42740;43100;360;06.>=65;02.10-16k;02.70-90;03. 1200;04.8-
B89078;6;S;D;1;50;42826;43054;228;03.28-35;03.16-20k;04.110-130;04. 1400;04.8-
B89078;6;S;D;1;50;42736;42825;89;03.28-35;03.16-20k;04.110-130;04. 1400;04.8-
B89079;8;A;D;1;50;42736;42959;223;04.35-50;03.16-20k;03.90-110;05. 1600;04.8-
B89079;8;A;D;1;50;42960;43053;93;04.35-50;03.16-20k;03.90-110;05. 1600;04.8-
B89081;5;A;D;1;20;42766;43053;287;04.35-50;03.16-20k;03.90-110;04. 1400;04.8-
B89081;5;A;D;1;20;42736;42765;29;04.35-50;03.16-20k;03.90-110;04. 1400;04.8-
B89082;10;A;D;1;50;42736;43083;347;04.35-50;02.10-16k;04.110-130;04. 1400;04.8-
B89083;10;A;D;2;30;42736;43053;317;03.28-35;01.<10k;01.<70;02. 1000;02.2-4
B89084;6;A;D;2;50;42736;43053;317;03.28-35;02.10-16k;03.90-110;04. 1400;02.2-4
B89088;1;A;D;1;50;42736;43053;317;05.50-65;03.16-20k;04.110-130;05. 1600;04.8-
B89089;1;A;G;2;50;42736;43044;308;06.>=65;01.<10k;01.<70;02. 1000;04.8-
B89089;1;A;G;2;50;43045;43100;55;06.>=65;01.<10k;01.<70;02. 1000;04.8-
B89091;1;A;G;1;50;42736;43053;317;05.50-65;02.10-16k;03.90-110;04. 1400;04.8-
B89092;8;S;D;1;50;42736;43054;318;03.28-35;04.20-24k;05.130-150;05. 1600;04.8-
B89093;10;A;D;2;50;42736;43072;336;04.35-50;02.10-16k;02.70-90;04. 1400;04.8-
B89094;8;A;D;1;50;42736;43053;317;05.50-65;04.20-24k;05.130-150;06. 1800;04.8-
B89095;10;A;G;1;50;42736;43053;317;05.50-65;01.<10k;03.90-110;03. 1200;04.8-
B89096;1;A;D;2;50;42736;43064;328;03.28-35;03.16-20k;04.110-130;04. 1400;04.8-
B89097;7;A;G;2;50;42778;43053;275;05.50-65;01.<10k;03.90-110;03. 1200;04.8-
B89097;7;A;G;2;50;42736;42777;41;05.50-65;01.<10k;03.90-110;03. 1200;04.8-
B89098;1;A;D;2;40;42736;43053;317;04.35-50;03.16-20k;04.110-130;04. 1400;04.8-
B89099;9;A;D;1;40;42736;43053;317;03.28-35;03.16-20k;03.90-110;04. 1400;04.8-
B89100;9;S;D;1;50;42736;43096;360;04.35-50;03.16-20k;05.130-150;05. 1600;04.8-
B89102;8;A;D;1;50;42736;43029;293;04.35-50;03.16-20k;04.110-130;04. 1400;04.8-
B89102;8;A;D;1;50;43030;43056;26;04.35-50;03.16-20k;04.110-130;04. 1400;04.8-
B89103;7;A;D;1;50;42736;43059;323;04.35-50;02.10-16k;04.110-130;05. 1600;04.8-
B89104;1;A;G;2;50;42736;43053;317;04.35-50;02.10-16k;02.70-90;02. 1000;04.8-
B89105;10;A;G;2;50;42736;43069;333;04.35-50;02.10-16k;03.90-110;03. 1200;04.8-
B89106;7;A;D;1;50;42736;43042;306;03.28-35;05.24-30k;05.130-150;05. 1600;04.8-
B89106;7;S;D;1;50;43043;43100;57;03.28-35;05.24-30k;05.130-150;05. 1600;04.8-
B89107;1;A;D;1;50;42736;43053;317;05.50-65;03.16-20k;04.110-130;04. 1400;04.8-
B89108;10;A;D;1;50;42736;43053;317;04.35-50;04.20-24k;04.110-130;07. >1800;04.8-
B89109;10;A;D;1;30;42736;43053;317;05.50-65;05.24-30k;05.130-150;05. 1600;04.8-
B89110;4;A;D;1;50;42736;43051;315;04.35-50;03.16-20k;04.110-130;05. 1600;04.8-
B89110;4;A;D;1;50;43052;43069;17;04.35-50;03.16-20k;04.110-130;05. 1600;04.8-
B89111;8;S;D;2;50;42736;43053;317;04.35-50;07.35-40k;07.>200;07. >1800;04.8-
B89112;6;A;D;1;50;42736;43053;317;04.35-50;03.16-20k;04.110-130;04. 1400;04.8-
B89113;1;A;D;1;50;42736;43053;317;06.>=65;06.30-35k;06.150-200;06. 1800;04.8-
B89114;9;A;D;1;50;42736;43057;321;03.28-35;03.16-20k;04.110-130;04. 1400;04.8-
B89115;10;A;D;1;50;42736;42960;224;04.35-50;03.16-20k;03.90-110;04. 1400;04.8-
B89115;10;A;D;1;50;42961;43053;92;04.35-50;03.16-20k;03.90-110;04. 1400;04.8-
B89116;10;A;D;1;50;42736;43089;353;04.35-50;02.10-16k;03.90-110;03. 1200;04.8-
B89117;1;A;D;2;50;42736;43053;317;02.25-28;03.16-20k;04.110-130;05. 1600;04.8-
B89118;1;A;D;2;50;42736;43053;317;06.>=65;05.24-30k;05.130-150;06. 1800;04.8-
B89119;6;A;D;1;50;42736;43100;364;02.25-28;03.16-20k;04.110-130;04. 1400;03.5-7
B89120;7;A;G;2;50;42736;43001;265;04.35-50;02.10-16k;03.90-110;03. 1200;04.8-
B89122;1;A;G;1;40;42736;43056;320;05.50-65;03.16-20k;03.90-110;04. 1400;04.8-
B89123;2;A;D;2;0;42736;43054;318;03.28-35;03.16-20k;04.110-130;04. 1400;04.8-
B89124;9;A;D;1;50;42736;43069;333;03.28-35;02.10-16k;04.110-130;03. 1200;04.8-
B89125;6;A;D;1;50;42736;43079;343;05.50-65;04.20-24k;04.110-130;06. 1800;04.8-
B89126;1;A;D;1;50;42736;43053;317;04.35-50;03.16-20k;05.130-150;05. 1600;04.8-
B89127;6;A;G;2;50;42736;43059;323;04.35-50;02.10-16k;04.110-130;04. 1400;04.8-
B89128;7;A;D;1;30;42736;43053;317;03.28-35;04.20-24k;05.130-150;04. 1400;04.8-
B89129;9;A;D;1;50;42736;43053;317;05.50-65;03.16-20k;04.110-130;04. 1400;04.8-
